Institution,Country,Latitude,Longitude,CurrentRank,LastRank,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,anno,pca_1,pca_2,color
TECHNISCHE UNIVERSITÄT DRESDEN,Germany,51.028554,13.7285075,179,191,XL,FC,VH,5.0,A,35.8,230,69.7,99,84.6,117,21.3,536,38.5,407.0,37.5,365.0,46.4,2020,2.367262309428006,-1.1649155819428498,blue
TECHNISCHE UNIVERSITÄT GRAZ,Austria,47.07337425,15.44966475,311,363,M,FO,VH,,,12.8,501,11.2,501,88.4,88,17.4,600,67.1,261.0,54.5,268.0,33.6,2020,0.9139726217320034,0.3357132248535768,blue
TECHNISCHE UNIVERSITÄT MÜNCHEN,Germany,48.14852,11.5676645,55,61,XL,CO,VH,5.0,A,80.2,63,99.0,17,89.1,86,26.9,458,60.6,290.0,76.8,157.0,72.3,2020,4.721739295912721,-0.7155577380173644,red
TECHNISCHE UNIVERSITÄT WIEN,Austria,48.198896,16.369325,192,199,M,FO,VH,5.0,A,32.9,256,57.7,137,8.6,601,78.7,59,75.0,235.0,87.6,119.0,44.7,2020,2.819435993991268,0.9551362075932436,blue
TECNOLÓGICO DE COSTA RICA (TEC),Costa Rica,9.856876,-83.911525,1000,1000,M,,,5.0,,0.0,0,29.8,321,26.4,563,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.4401293718257744,-1.101826467262124,blue
TECNOLÓGICO DE MONTERREY (ITESM),Mexico,19.283703,-99.136333,158,178,L,FC,HI,4.0,B,36.9,226,88.9,53,89.5,82,4.6,601,98.2,98.0,18.4,549.0,48.5,2020,2.707127263813214,-0.134096593959478,blue
TEL AVIV UNIVERSITY,Israel,32.113110125,34.8033525,219,230,L,FC,VH,4.0,A,35.4,233,40.5,235,7.8,601,95.4,19,35.2,425.0,11.8,601.0,41.3,2020,1.7423791108027302,-0.216663330530641,blue
TELECOM PARISTECH,France,48.828387,2.341135,224,1000,S,SP,HI,1.0,,4.7,501,43.2,216,95.1,60,28.2,447,95.0,133.0,99.7,32.0,40.7,2020,1.0220423348830914,3.3577050779671467,blue
TEMPLE UNIVERSITY,United States,39.9808005,-75.155202,700,700,XL,FC,HI,5.0,A,0.0,0,0.0,0,27.5,546,20.7,545,0.0,0.0,0.0,0.0,18.4,2020,-1.757661494475219,-1.1781338756454711,blue
TEXAS A&M UNIVERSITY,United States,30.614044,-96.342133,189,203,XL,FC,VH,5.0,A,60.9,116,59.7,128,13.5,601,50.6,222,20.3,545.0,12.7,601.0,45.0,2020,2.049313596973388,-1.3347791767963637,blue
TEXAS TECH UNIVERSITY,United States,33.583064,-101.8777325,1000,750,XL,,,,,0.0,0,0.0,0,0.0,0,19.1,565,39.2,403.0,0.0,0.0,14.1,2020,-2.306911314125307,0.1737946977131496,blue
THAMMASAT UNIVERSITY,Thailand,14.076421,100.5987,650,650,XL,FC,MD,4.0,A,23.0,362,34.3,279,29.6,513,0.0,0,18.8,561.0,0.0,0.0,20.2,2020,-1.04977189980716,-0.6192404760353644,blue
THAPAR UNIVERSITY,India,30.352803,76.371323,1000,1000,M,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,23.5,501,0.0,0.0,0.0,0.0,14.1,2020,-2.844401247263216,-0.2284382921064804,blue
THE AMERICAN UNIVERSITY IN CAIRO,Egypt,30.0199635,31.5001465,395,420,M,CO,HI,5.0,B,24.6,344,37.4,253,43.7,348,5.7,601,93.9,141.0,3.8,601.0,28.4,2020,0.5676856737558794,-0.2443634769465306,blue
THE CATHOLIC UNIVERSITY OF KOREA,South Korea,37.278407,127.027788,462,456,M,FC,VH,5.0,B,4.7,501,1.9,501,96.5,53,17.1,601,3.2,601.0,4.3,601.0,25.2,2020,-0.4440777007021856,-1.7878224405218517,blue
THE CHINESE UNIVERSITY OF HONG KONG (CUHK),Hong Kong,22.418587,114.2081345,46,49,L,FC,VH,4.0,A,87.9,51,61.5,121,67.7,204,56.2,171,100.0,52.0,91.7,101.0,75.9,2020,4.902609656404035,0.921658633283062,red
THE HONG KONG POLYTECHNIC UNIVERSITY,Hong Kong,22.3046025,114.179821,91,106,L,CO,VH,3.0,A,61.3,113,43.7,213,74.1,173,46.3,261,100.0,50.0,74.8,165.0,61.9,2020,3.6049196851191856,1.4185610783443496,red
THE HONG KONG UNIVERSITY OF SCIENCE AND TECHNOLOGY (HKUST),Hong Kong,22.3374505,114.263211,32,37,M,CO,VH,3.0,A,85.0,57,71.3,94,59.5,242,89.5,33,100.0,16.0,87.5,120.0,80.6,2020,5.274727355208139,1.5103596037374665,red
THE ROBERT GORDON UNIVERSITY,United Kingdom,57.148018,-2.101656,1000,1000,M,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,51.5,327.0,65.4,205.0,14.1,2020,-2.3770115198058503,2.1209597768081325,blue
THE UNIVERSITY OF ADELAIDE,Australia,-34.9202175,138.604911,106,114,L,FC,VH,5.0,A,59.3,121,43.7,211,28.5,528,73.7,75,99.0,81.0,99.1,39.0,58.6,2020,3.843939718665265,1.1145222602822809,red
THE UNIVERSITY OF AUCKLAND,New Zealand,-36.852596,174.769411,83,85,L,FC,VH,5.0,A,84.2,59,62.8,120,25.0,579,44.8,281,94.4,137.0,91.8,100.0,63.4,2020,4.165625132992288,0.6844115986286453,red
THE UNIVERSITY OF GEORGIA,United States,33.919435,-83.346881,474,431,XL,FC,VH,5.0,A,24.5,345,26.3,357,16.1,601,36.6,370,32.1,443.0,6.6,601.0,25.0,2020,-0.003365923439058,-0.8076811487707072,blue
THE UNIVERSITY OF MANCHESTER,United Kingdom,53.4644325,-2.2355155,27,29,XL,FC,VH,5.0,A,94.9,33,97.7,22,74.1,172,51.5,211,92.6,149.0,98.6,46.0,82.7,2020,5.735327546617785,0.1441602142146579,red
THE UNIVERSITY OF MELBOURNE,Australia,-37.83761,145.041567,38,39,XL,FC,VH,5.0,A,99.2,15,98.1,21,24.1,587,75.0,73,97.6,109.0,100.0,23.0,79.5,2020,5.653799878601289,0.6749011502940863,red
THE UNIVERSITY OF NEW SOUTH WALES (UNSW),Australia,-33.917295,151.231356,43,45,XL,FC,VH,4.0,A,91.2,38,95.7,28,19.8,601,84.5,46,100.0,48.0,98.5,48.0,77.1,2020,5.419424237434348,1.3632830868054506,red
THE UNIVERSITY OF NOTTINGHAM,United Kingdom,52.950001,-1.15,96,82,XL,FC,VH,5.0,A,60.3,120,73.2,91,52.4,290,49.7,234,92.1,152.0,82.1,137.0,60.8,2020,4.052235566678452,0.4150219191808755,red
THE UNIVERSITY OF QUEENSLAND (UQ),Australia,-27.497473,153.013225,47,48,XL,FC,VH,5.0,A,88.5,45,82.2,69,27.7,542,81.8,50,100.0,36.0,99.5,34.0,75.7,2020,5.320461522872458,0.8036078299912213,red
THE UNIVERSITY OF SHEFFIELD,United Kingdom,53.38172,-1.479158,78,75,L,FC,VH,5.0,A,61.3,114,58.7,132,61.0,237,61.4,139,87.9,179.0,94.1,86.0,64.2,2020,4.237506213736367,0.5012747676472759,red
THE UNIVERSITY OF SYDNEY,Australia,-33.889192,151.189728,42,42,XL,FC,VH,5.0,A,97.5,25,96.4,26,23.6,597,70.9,90,100.0,42.0,100.0,20.0,77.8,2020,5.533706000591512,0.7302447804487405,red
THE UNIVERSITY OF TOKYO,Japan,35.7110415,139.765039,22,23,L,FC,VH,5.0,A,100.0,7,99.1,16,93.3,69,67.9,102,11.1,601.0,26.2,469.0,84.3,2020,5.100903856525616,-2.420878867101208,red
THE UNIVERSITY OF WARWICK,United Kingdom,52.380857,-1.561638,62,54,L,FC,VH,4.0,A,74.4,76,94.1,32,55.3,267,50.3,225,97.8,105.0,99.1,40.0,70.4,2020,4.862588109531596,1.13067819566215,red
THE UNIVERSITY OF WESTERN AUSTRALIA (UWA),Australia,-31.980069,115.817898,86,91,L,FC,VH,5.0,A,62.4,107,59.8,127,20.8,601,88.3,39,100.0,30.0,98.7,44.0,62.9,2020,4.332906444450203,1.1301661404039516,red
TIANJIN UNIVERSITY,China,39.101647,117.1661475,429,443,XL,CO,VH,5.0,A,17.9,467,3.5,501,21.5,601,71.6,86,9.0,601.0,6.2,601.0,27.0,2020,-0.0336321484070401,-1.0729690731094728,blue
TILBURG UNIVERSITY,Netherlands,51.563024,5.041827,371,319,M,FO,VH,4.0,A,15.0,501,24.1,388,12.4,601,62.5,132,84.2,196.0,38.7,352.0,29.6,2020,0.9257477760554974,1.123838958347383,blue
TOHOKU UNIVERSITY,Japan,38.271773,140.861356,82,77,L,FC,VH,5.0,A,69.5,88,59.1,130,98.2,42,43.1,299,12.7,601.0,17.6,558.0,63.7,2020,3.333408505978876,-2.2424059085189247,red
TOKAI UNIVERSITY,Japan,35.36362,139.27457,1000,1000,L,FC,HI,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-3.098188152239396,-0.2745729665977616,blue
TOKYO INSTITUTE OF TECHNOLOGY,Japan,35.60578,139.6843815,58,58,M,CO,VH,5.0,A,74.5,75,82.7,66,86.2,101,61.3,140,30.7,454.0,31.3,417.0,70.9,2020,4.227857148948314,-1.740118031958158,red
TOKYO MEDICAL AND DENTAL UNIVERSITY,Japan,35.7012575,139.764795,359,352,S,FO,VH,4.0,A,11.2,501,5.0,501,100.0,11,21.8,527,3.6,601.0,16.7,572.0,30.5,2020,0.1075163182685957,-1.1602485184565106,blue
TOKYO METROPOLITAN UNIVERSITY,Japan,35.616588,139.3775135,650,700,M,CO,VH,4.0,A,0.0,0,0.0,0,37.4,419,26.6,463,0.0,0.0,0.0,0.0,20.2,2020,-1.6333781035477506,-0.7032018202305672,blue
TOKYO UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Japan,35.699669,139.517411,650,580,M,FO,VH,4.0,A,0.0,0,0.0,0,0.0,0,51.4,215,0.0,0.0,0.0,0.0,20.2,2020,-1.48472780363407,-0.3965777993989673,blue
TOKYO UNIVERSITY OF SCIENCE,Japan,33.9568695,131.1876885,1000,800,L,FO,VH,4.0,B,0.0,0,0.0,0,0.0,0,23.1,506,0.0,0.0,0.0,0.0,14.1,2020,-2.608735252488135,-0.2851555833684253,blue
TOMSK POLYTECHNIC UNIVERSITY,Russia,56.587647,84.903247,387,373,M,FO,VH,5.0,A,9.0,501,14.6,501,88.3,90,4.8,601,13.4,601.0,85.0,127.0,28.7,2020,0.5104131680022941,-0.404536147585649,blue
TOMSK STATE UNIVERSITY,Russia,56.484269,84.956267,268,277,M,CO,VH,5.0,A,20.5,405,17.3,501,99.8,29,4.5,601,23.4,517.0,88.9,113.0,36.5,2020,1.2999764859205267,-0.4389855647642673,blue
TONGJI UNIVERSITY,China,31.2844465,121.5025075,265,291,XL,FC,VH,5.0,A,32.2,260,9.6,501,26.2,568,58.4,153,89.1,175.0,27.9,453.0,36.7,2020,1.4119727835287716,0.2194744751556791,blue
TRINITY COLLEGE DUBLIN (TCD),Ireland,53.3443105,-6.257851,108,104,L,FC,VH,5.0,A,62.0,109,51.2,167,35.8,438,56.8,166,99.5,69.0,93.5,92.0,58.3,2020,3.807362416296333,0.9109935930497082,red
TSINGHUA UNIVERSITY,China,40.000979,116.326377,16,17,XL,FC,VH,5.0,A,97.4,26,99.1,15,92.4,72,80.4,53,68.0,259.0,30.1,429.0,88.6,2020,5.707105522951975,-1.4669599948691787,red
TUFTS UNIVERSITY,United States,42.407282,-71.1196445,253,237,M,FC,VH,5.0,B,20.2,410,9.8,501,78.9,149,45.7,272,29.4,464.0,38.5,354.0,37.5,2020,1.2560755632123892,-0.9138986177194524,blue
TULANE UNIVERSITY,United States,29.938629,-90.1224125,419,412,M,FC,VH,5.0,B,10.6,501,5.1,501,85.7,103,17.2,601,17.6,581.0,22.1,503.0,27.4,2020,-0.0184301944661271,-1.2695219288525523,blue
UCL (UNIVERSITY COLLEGE LONDON),United Kingdom,51.524776,-0.133583,8,10,XL,FC,VH,5.0,A,99.3,14,98.7,18,98.1,43,76.7,68,99.1,79.0,100.0,16.0,94.8,2020,6.601704872954202,0.0339671923841801,red
UCSI UNIVERSITY,Malaysia,3.078924,101.733206,442,481,M,CO,MD,3.0,C,10.0,501,35.1,273,57.6,255,3.6,601,41.7,384.0,81.1,142.0,26.0,2020,0.23848391242776,1.3297259051781274,blue
ULSTER UNIVERSITY,United Kingdom,54.686962,-5.883484,650,650,L,CO,HI,3.0,A,0.0,0,20.0,459,0.0,0,20.0,557,99.1,78.0,17.8,556.0,20.2,2020,-0.9757421269274807,1.8795393871611048,blue
UMEÅ UNIVERSITY,Sweden,63.8200115,20.3044615,340,338,L,FC,VH,4.0,A,18.5,452,8.7,501,81.4,137,25.2,483,29.6,461.0,13.2,601.0,31.8,2020,0.3754268150259855,-0.7298411355455642,blue
UMM AL-QURA UNIVERSITY (UQU),Saudi Arabia,21.440106,39.808547,510,550,XL,FC,MD,4.0,A,0.0,0,0.0,0,64.1,222,0.0,0,100.0,56.0,22.6,499.0,24.1,2020,-0.4640760631825514,0.8353436773880898,blue
UNITED ARAB EMIRATES UNIVERSITY,United Arab Emirates,25.2867925,55.4767045,329,350,M,FC,HI,3.0,A,20.4,407,27.2,345,58.1,252,11.8,601,100.0,12.0,48.4,299.0,32.4,2020,0.9552152732258068,1.574873523741606,blue
UNIVERSIDAD ADOLFO IBÁÑEZ,Chile,-33.4860925,-70.5179225,750,750,M,FO,HI,4.0,B,0.0,0,63.6,115,0.0,0,0.0,0,36.3,421.0,0.0,0.0,16.6,2020,-1.4196864293178104,0.0126191733865412,blue
UNIVERSIDAD ANAHUAC,Mexico,19.4018465,-99.2630605,570,590,L,CO,MD,4.0,B,0.0,0,36.2,265,64.9,219,0.0,0,0.0,0.0,0.0,0.0,21.4,2020,-1.0294959350731303,-1.0983002101315869,blue
UNIVERSIDAD AUSTRAL,Argentina,-39.808024,-73.251515,400,367,S,CO,MD,3.0,B,15.6,501,36.9,256,84.4,118,1.9,601,6.1,601.0,12.2,601.0,28.2,2020,-0.0057236686082628,-0.6174842706445253,blue
UNIVERSIDAD AUSTRAL DE CHILE,Chile,-39.808024,-73.251515,1000,1000,L,FC,MD,4.0,B,0.0,0,0.0,0,0.0,0,0.0,0,21.3,536.0,0.0,0.0,14.1,2020,-2.9556426485499085,0.0508183135950096,blue
UNIVERSIDAD AUTÓNOMA DE MADRID,Spain,40.5450115,-3.6963625,192,159,L,FC,VH,4.0,A,57.4,129,64.0,113,45.8,327,24.0,496,9.9,601.0,14.1,601.0,44.7,2020,1.8692359440592827,-1.214826185699276,blue
UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN (UANL),Mexico,25.725233,-100.313452,1000,1000,XL,FC,MD,4.0,A,0.0,0,19.5,470,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.859568355357353,-0.3147664493930776,blue
UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO,Mexico,19.28342,-99.6788555,1000,1000,XL,FC,MD,5.0,A,20.7,399,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.702357280839641,-0.949056503718008,blue
UNIVERSIDAD AUTÓNOMA METROPOLITANA (UAM),Mexico,19.503249,-99.185728,1000,800,XL,FC,HI,3.0,A,22.7,366,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.64979356045091,0.1040916397219468,blue
UNIVERSIDAD CARLOS III DE MADRID,Spain,40.332134,-3.766274,298,253,L,FO,VH,3.0,A,30.5,275,51.5,163,60.7,238,9.7,601,36.5,418.0,25.2,481.0,34.6,2020,0.992158974544003,0.0579894892207752,blue
UNIVERSIDAD CATÓLICA ANDRÉS BELLO - UCAB,Venezuela,10.351016,-67.038788,1000,1000,L,FO,LO,4.0,B,18.5,451,49.3,170,0.0,0,0.0,0,,0.0,0.0,0.0,14.1,2020,-1.9870742157675336,0.0928418036732698,blue
UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),Venezuela,10.077578,-69.307358,750,800,XL,FC,MD,5.0,A,19.1,438,42.7,219,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-1.6048092543643988,-1.1504985019307556,blue
UNIVERSIDAD COMPLUTENSE DE MADRID (UCM),Spain,40.4473005,-3.7277785,212,206,XL,FC,VH,5.0,A,64.6,98,71.6,93,26.6,559,14.5,601,3.6,601.0,24.1,487.0,42.7,2020,1.841815511255756,-1.6080887852632124,blue
UNIVERSIDAD DE ALCALÁ,Spain,40.483029,-3.3631925,510,481,L,FC,HI,3.0,A,0.0,0,17.9,500,55.8,264,0.0,0,24.7,502.0,74.3,168.0,24.1,2020,-0.4494692639140946,1.082617373904905,blue
UNIVERSIDAD DE ALICANTE,Spain,38.3854984,-0.5107136,750,1000,L,,,3.0,,0.0,0,0.0,0,31.3,483,0.0,0,0.0,0.0,16.1,583.0,16.6,2020,-2.509066489394822,0.2333726687768699,blue
UNIVERSIDAD DE ANTIOQUIA,Colombia,6.267039,-75.5692625,700,750,XL,FC,HI,5.0,A,25.4,326,43.4,214,0.0,0,0.0,0,0.0,0.0,0.0,0.0,18.4,2020,-1.3499964253277843,-1.2203039470170662,blue
UNIVERSIDAD DE BELGRANO,Argentina,-34.563898,-58.443815,438,384,M,CO,LO,4.0,B,7.7,501,19.0,486,89.2,84,1.1,601,6.9,601.0,55.8,262.0,26.3,2020,0.0197751955986753,-0.4024117248272576,blue
UNIVERSIDAD DE BUENOS AIRES,Argentina,-34.599722,-58.373056,74,73,XL,FC,VH,5.0,A,87.2,53,91.3,43,77.4,156,2.4,601,50.7,333.0,64.7,211.0,66.0,2020,4.053425880678748,-1.002596125516472,red
UNIVERSIDAD DE CASTILLA-LA MANCHA,Spain,38.991395,-3.9206335,1000,1000,L,FC,HI,,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-3.07550015079306,-0.3926291381548811,blue
UNIVERSIDAD DE CHILE,Chile,-33.44401575,-70.650647,189,208,XL,FC,VH,5.0,A,71.6,81,90.8,47,16.3,601,14.5,601,10.1,601.0,8.4,601.0,45.0,2020,2.102601714712591,-1.7740947179445288,blue
UNIVERSIDAD DE CONCEPCIÓN,Chile,-36.8285605,-73.03620175,650,700,L,FC,HI,5.0,B,23.6,357,39.4,242,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.2,2020,-1.265469931408703,-1.235650211967641,blue
UNIVERSIDAD DE COSTA RICA,Costa Rica,9.936903,-84.0514885,520,510,XL,CO,HI,4.0,A,27.5,308,45.2,200,35.3,442,0.0,0,,0.0,0.0,0.0,23.4,2020,-0.2958107357571526,-0.5097596745207137,blue
UNIVERSIDAD DE GRANADA,Spain,37.178527,-3.602952,520,495,XL,FC,VH,5.0,A,35.8,229,0.0,0,0.0,0,21.3,534,0.0,0.0,21.5,508.0,23.4,2020,-0.7171931866038003,-0.9363129145752376,blue
UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,20.693495,-103.419359,750,800,XL,FC,MD,5.0,A,18.4,454,0.0,0,33.7,456,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-1.8999391546386888,-1.3212744825776237,blue
UNIVERSIDAD DE LA HABANA,Cuba,23.136843,-82.381507,510,520,M,CO,HI,5.0,A,16.5,497,26.8,349,68.9,199,0.0,0,0.0,0.0,0.0,0.0,24.1,2020,-0.5655335117551598,-1.8070270787952607,blue
UNIVERSIDAD DE LA REPÚBLICA (UDELAR),Uruguay,-34.902125,-56.176867,1000,1000,XL,FC,HI,5.0,A,17.3,477,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.7496940308498807,-0.9302635199387732,blue
UNIVERSIDAD DE LA SABANA,Colombia,4.8612105,-74.0328545,800,1000,L,FC,MD,3.0,B,0.0,0,44.4,205,0.0,0,0.0,0,0.0,0.0,0.0,0.0,15.1,2020,-2.397471140093418,0.1457426214192596,blue
UNIVERSIDAD DE LAS AMÉRICAS PUEBLA (UDLAP),Mexico,19.0540185,-98.2818995,800,800,M,FC,MD,4.0,B,0.0,0,20.5,450,30.6,495,0.0,0,43.0,372.0,0.0,0.0,15.1,2020,-1.839227327451601,-0.0025979296227012,blue
UNIVERSIDAD DE LIMA,Peru,-12.0847795,-76.9712475,1000,1000,M,,,4.0,,0.0,0,36.3,263,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.6539882226589784,-0.3493946807244266,blue
UNIVERSIDAD DE LOS ANDES CHILE,Chile,-33.403987,-70.5070585,1000,1000,M,FC,MD,3.0,B,0.0,0,22.2,419,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.9341622904522726,0.2397357291366834,blue
UNIVERSIDAD DE LOS ANDES COLOMBIA,Colombia,4.6019,-74.065594,234,272,L,FC,HI,4.0,B,54.4,139,87.9,56,27.6,543,8.1,601,32.1,445.0,3.1,601.0,39.6,2020,1.5942010536965612,-0.908732411271194,blue
UNIVERSIDAD DE LOS ANDES MÉRIDA,Venezuela,4.6019,-74.065594,1000,1000,XL,FC,MD,5.0,A,0.0,0,19.3,475,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.75438213861089,-0.8744216385376224,blue
UNIVERSIDAD DE MONTERREY,Mexico,25.662661,-100.419862,1000,1000,M,SP,,4.0,A,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-3.098188152239396,-0.2745729665977616,blue
UNIVERSIDAD DE MONTEVIDEO,Uruguay,-34.904452,-56.162904,491,540,S,FC,LO,2.0,B,13.4,501,17.3,501,79.1,148,1.3,601,18.1,570.0,3.7,601.0,24.3,2020,-0.8101451832422931,0.1692850189420462,blue
UNIVERSIDAD DE MURCIA,Spain,38.017654,-1.170041,1000,1000,L,FC,HI,5.0,A,0.0,0,0.0,0,23.8,593,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.823084425097269,-1.020138123204721,blue
UNIVERSIDAD DE NAVARRA,Spain,42.8012434622943,-1.65596200520361,245,242,M,FC,VH,4.0,B,31.0,267,75.1,86,44.1,343,25.8,477,21.6,530.0,68.1,192.0,38.5,2020,1.829619441954528,0.0343592884551375,blue
UNIVERSIDAD DE OVIEDO,Spain,41.6260573811434,-0.88144981175924,1000,1000,L,,,,,0.0,0,0.0,0,0.0,0,18.6,574,,0.0,0.0,0.0,14.1,2020,-2.624363983411524,0.2151740466568519,blue
UNIVERSIDAD DE PALERMO,Argentina,-34.5973913125,-58.4102730625,383,420,M,FO,MD,3.0,B,9.8,501,9.6,501,84.6,116,1.2,601,35.1,427.0,97.5,59.0,28.8,2020,0.3685165126674365,1.286991161744956,blue
UNIVERSIDAD DE PUERTO RICO,Puerto Rico,18.474713,-67.127328,1000,1000,XL,FC,HI,5.0,A,0.0,0,0.0,0,0.0,0,0.0,0,17.0,586.0,0.0,0.0,14.1,2020,-2.87678584109596,-0.5749384358742539,blue
UNIVERSIDAD DE SALAMANCA,Spain,40.9615855,-5.667535,650,600,L,FC,HI,5.0,A,23.7,356,0.0,0,0.0,0,0.0,0,0.0,0.0,27.7,455.0,20.2,2020,-1.4211553025445915,-0.7387743975064087,blue
UNIVERSIDAD DE SAN ANDRÉS,Argentina,-34.446443,-58.529837,650,600,S,SP,LO,3.0,B,0.0,0,29.0,325,56.6,262,0.0,0,0.0,0.0,0.0,0.0,20.2,2020,-1.4183115753854922,-0.4327410734714189,blue
UNIVERSIDAD DE SAN FRANCISCO DE QUITO,Ecuador,-0.190999236,-78.434664928,800,750,M,FC,MD,3.0,B,0.0,0,22.7,413,26.9,555,0.0,0,60.2,292.0,0.0,0.0,15.1,2020,-1.7708713805867975,0.8305470057489105,blue
UNIVERSIDAD DE SANTIAGO DE CHILE (USACH),Chile,-33.45,-70.65,489,520,L,FC,MD,5.0,A,35.6,231,60.2,125,13.1,601,4.7,601,8.2,601.0,2.2,601.0,24.4,2020,-0.1297293977831874,-1.382772190751878,blue
UNIVERSIDAD DE SEVILLA,Spain,37.382320875,-5.989441,650,650,XL,FC,HI,5.0,A,30.6,272,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20.2,2020,-1.590149832539805,-1.2071132069228794,blue
UNIVERSIDAD DE TALCA,Chile,-35.404725,-71.6338885,1000,1000,M,CO,HI,3.0,A,0.0,0,0.0,0,0.0,0,0.0,0,21.2,537.0,0.0,0.0,14.1,2020,-3.063945475545348,0.6093580849962831,blue
UNIVERSIDAD DE ZARAGOZA,Spain,41.641252,-0.8992105,432,412,L,FC,VH,5.0,A,19.2,433,9.9,501,74.8,166,12.0,601,4.8,601.0,6.1,601.0,26.7,2020,-0.2073756809010209,-1.6981054619219171,blue
UNIVERSIDAD DEL NORTE,Colombia,11.018737,-74.8507535,1000,1000,L,FC,MD,4.0,B,0.0,0,21.1,438,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.839989295100365,-0.3180643761865394,blue
UNIVERSIDAD DEL PAIS VASCO,Spain,43.307689,-2.010665,700,650,XL,,,,,0.0,0,0.0,0,44.7,338,0.0,0,,0.0,0.0,0.0,18.4,2020,-1.6348637507165815,-0.3535124991969784,blue
UNIVERSIDAD DEL ROSARIO,Colombia,4.60051075,-74.07354825,800,1000,M,CO,HI,5.0,B,0.0,0,35.6,269,25.9,571,0.0,0,17.8,577.0,0.0,0.0,15.1,2020,-1.988519335498516,-0.8861955848263907,blue
UNIVERSIDAD DEL VALLE,Colombia,3.37167184664,-76.534002864,1000,1000,L,FC,MD,4.0,A,0.0,0,18.6,491,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.870581576751909,-0.3129113655717553,blue
UNIVERSIDAD DIEGO PORTALES,Chile,-33.450262,-70.66011,1000,1000,L,FC,MD,3.0,B,0.0,0,29.5,322,0.0,0,0.0,0,0.0,0.0,0.0,0.0,14.1,2020,-2.844832828029765,0.2246889381415137,blue
UNIVERSIDAD EAFIT,Colombia,6.199741,-75.5786705,1000,1000,L,CO,MD,4.0,B,0.0,0,52.7,155,0.0,0,0.0,0,,0.0,0.0,0.0,14.1,2020,-2.2030363230712697,0.1880896503888831,blue
UNIVERSIDAD EXTERNADO DE COLOMBIA,Colombia,4.5956715,-74.0688445,480,407,L,CO,LO,5.0,B,8.9,501,39.0,244,79.8,146,1.0,601,16.9,587.0,2.2,601.0,24.7,2020,-0.1204521992552619,-1.6207189971525973,blue
UNIVERSIDAD IBEROAMERICANA (UIA),Mexico,19.3709645,-99.263613,700,750,L,FC,LO,4.0,B,17.2,478,46.8,190,0.0,0,0.0,0,0.0,0.0,0.0,0.0,18.4,2020,-1.5301896245261448,-0.6219203564624665,blue
UNIVERSIDAD ICESI,Colombia,3.341603,-76.53024,750,1000,M,FC,MD,3.0,B,0.0,0,0.0,0,62.2,232,0.0,0,0.0,0.0,0.0,0.0,16.6,2020,-2.4108255182369245,-0.2656340266569922,blue
UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (UNAM),Mexico,19.325348,-99.1861535,103,113,XL,FC,VH,5.0,A,90.9,40,91.0,46,57.6,256,3.8,601,13.8,601.0,4.3,601.0,58.8,2020,3.049621122847523,-2.345296953121665,red
UNIVERSIDAD NACIONAL COSTA RICA,Costa Rica,9.379735,-83.691559,1000,800,L,CO,MD,3.0,A,0.0,0,20.7,448,26.0,570,0.0,0,20.0,549.0,0.0,0.0,14.1,2020,-2.3957357843408067,0.2897826584978794,blue
