CurrentRank,LastRank,Institution,Country,Size,Focus,Research,Age,Status,Academicscorerscore,Academicrankrank,Employerscore,Employerrank,FacultyStudentscore,FacultyStudentrank,CitationsPerFacultyscore,CitationsPerFacultyrank,InternationalFacultyscore,InternationalFacultyrank,InternationalStudentscore,InternationalStudentrank,OverallScore,Latitude,Longitude,anno,pca_1,pca_2,color
235,228,AMERICAN UNIVERSITY OF BEIRUT (AUB),Lebanon,M,FC,HI,5.0,B,27.0,401,83.7,86,64.6,196,12.5,401.0,99.2,60.0,68.0,192.0,43.0,33.8933080934,35.4760347625,2018,2.9883695084978723,-0.0784159330281189,blue
236,236,AL0FARABI KAZAKH NATIONAL UNIVERSITY,Kazakhstan,L,CO,MD,4.0,A,38.6,270,50.8,224,99.0,36,1.1,401.0,30.9,395.0,14.9,401.0,42.9,43.238949,76.889709,2018,1.7342485849099905,0.379153012905265,blue
236,206,UNIVERSITÉ GRENOBLE0ALPES (UGA) ,France,XL,FC,VH,,A,69.5,118,20.3,401,13.1,401,38.2,334.0,20.9,401.0,32.5,401.0,42.9,45.198263,5.77647,2018,1.5482352579189336,-0.1965414778151725,blue
238,239,UNIVERSITY OF LEICESTER,United Kingdom,L,FC,VH,4.0,A,28.7,384,28.8,401,46.2,294,50.9,225.0,87.1,164.0,91.1,94.0,42.8,52.6217105,-1.1244595,2018,2.649504796281444,1.181107678344974,blue
239,231,RHEINISCHE FRIEDRICH0WILHELMS0UNIVERSITÄT BONN,Germany,XL,FC,VH,5.0,A,56.6,165,32.5,401,47.9,284,23.7,401.0,15.3,401.0,31.2,401.0,42.6,50.73385825,7.103284374999999,2018,1.6643487343920444,-0.904709352925198,blue
240,247,MACQUARIE UNIVERSITY,Australia,L,FC,VH,4.0,A,41.2,251,55.6,196,13.7,401,47.2,261.0,85.9,167.0,78.2,157.0,42.5,-33.7750065,151.112474,2018,2.60019501031748,0.9080832352358632,blue
240,258,SAINT0PETERSBURG STATE UNIVERSITY,Russia,L,FC,VH,5.0,A,42.4,237,35.2,376,97.7,48,4.0,401.0,4.1,401.0,28.6,401.0,42.5,59.9721475,30.3224605,2018,1.6047917990109672,-0.8241540961826768,blue
242,241,UNIVERSITÉ PARIS0SUD 11,France,L,CO,VH,5.0,A,34.7,307,34.0,386,78.1,130,24.1,401.0,42.5,341.0,46.7,310.0,42.3,48.704569250000006,2.175532875,2018,2.0657244140306927,-0.4747202266262547,blue
243,249,"NATIONAL UNIVERSITY OF IRELAND, GALWAY (NUIG)",Ireland,L,FC,HI,5.0,A,28.4,392,45.1,277,73.5,153,17.9,401.0,89.8,144.0,66.2,200.0,42.0,53.278024875,-9.0608545,2018,2.578814580052522,-0.0462449512187653,blue
243,238,TUFTS UNIVERSITY,United States,M,FC,VH,5.0,B,24.1,401,19.8,401,66.1,187,62.8,146.0,56.3,278.0,33.3,398.0,42.0,42.407282,-71.11964449999999,2018,2.096618150752952,-0.4296567648295577,blue
245,252,CHULALONGKORN UNIVERSITY,Thailand,XL,FC,HI,5.0,A,74.5,99,48.1,251,22.3,401,8.9,401.0,14.2,401.0,2.7,401.0,41.8,13.7383,100.5324,2018,1.321068428972615,-1.247368928914353,blue
245,226,SIMON FRASER UNIVERSITY,Canada,L,CO,VH,4.0,A,31.5,344,30.2,401,5.7,401,78.0,77.0,94.2,124.0,91.9,92.0,41.8,49.279063,-122.917549,2018,2.694036669979285,1.1157702907485183,blue
247,276,QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT),Australia,XL,CO,VH,3.0,A,46.7,213,63.0,155,10.6,401,36.8,348.0,97.2,95.0,42.9,328.0,41.6,40.9295,40.276125,2018,2.1915343116172536,1.85344652306608,blue
247,252,RMIT UNIVERSITY,Australia,XL,CO,VH,3.0,A,43.8,227,74.8,115,13.3,401,23.0,401.0,100.0,37.0,84.4,128.0,41.6,21.028984,105.811549,2018,2.608695030798251,2.119305641991362,blue
249,251,"UNIVERSITY OF MASSACHUSETTS, AMHERST",United States,L,CO,VH,5.0,A,51.9,184,29.5,401,17.4,401,63.1,144.0,17.3,401.0,14.2,401.0,41.5,42.388894,-72.527413,2018,1.539234397664154,-1.0521809440661325,blue
250,291,NOVOSIBIRSK STATE UNIVERSITY,Russia,M,CO,VH,4.0,A,37.6,280,43.6,288,82.4,112,11.0,401.0,7.2,401.0,56.3,258.0,41.3,55.000639,83.0180525,2018,1.6846381203885217,0.4585612337852189,blue
250,225,UNIVERSITY OF TSUKUBA,Japan,L,FC,VH,3.0,A,42.4,240,29.5,401,70.7,164,23.8,401.0,15.3,401.0,32.0,401.0,41.3,36.109331,140.1019965,2018,1.4342348113499588,1.4684642534348913,blue
252,252,UNIVERSITY OF MIAMI,United States,L,FC,VH,4.0,B,25.4,401,17.9,401,85.8,93,46.5,265.0,7.0,401.0,46.9,309.0,41.2,25.788606,-80.216057,2018,1.6436690588182097,0.5005709542745862,blue
253,288,UNIVERSITI TEKNOLOGI MALAYSIA (UTM),Malaysia,L,CO,VH,3.0,A,32.8,327,38.9,330,85.9,92,12.5,401.0,35.2,368.0,51.4,277.0,41.1,1.556951,103.63801,2018,1.7040438792226102,1.781419370221202,blue
254,269,UNIVERSIDAD NACIONAL DE COLOMBIA,Colombia,XL,FC,HI,5.0,A,72.0,108,82.7,88,11.2,401,4.5,401.0,9.6,401.0,1.5,401.0,40.9,4.636475000000001,-74.08115475,2018,1.424017649279583,-1.3819022718253589,blue
254,264,UNIVERSITÄT FRANKFURT AM MAIN,Germany,XL,FC,VH,5.0,A,58.5,158,58.4,180,23.9,401,20.6,401.0,15.9,401.0,38.3,370.0,40.9,50.123368,8.659275000000001,2018,1.7067200982146322,-0.9786087570636836,blue
256,257,BEIJING NORMAL UNIVERSITY ,China,L,CO,VH,5.0,A,49.3,196,31.1,401,32.0,401,44.5,281.0,33.3,382.0,14.7,401.0,40.6,39.954329516,116.35749857,2018,1.5690111690825068,-0.895983058770029,blue
256,264,KYUNG HEE UNIVERSITY,South Korea,L,FC,VH,4.0,B,34.7,308,61.6,162,71.4,160,21.1,401.0,10.2,401.0,28.3,401.0,40.6,37.650028,127.238968,2018,1.6382582759671092,0.2426046749484,blue
256,272,UNIVERSIDAD DE LOS ANDES COLOMBIA,Colombia,L,FC,MD,4.0,B,66.0,130,77.2,104,17.1,401,6.5,401.0,30.9,396.0,2.8,401.0,40.6,4.6019000000000005,-74.065594,2018,1.4413321584485643,-0.053369539094987,blue
259,259,NORWEGIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Norway,L,FC,VH,5.0,A,36.4,288,47.9,253,38.4,337,43.9,286.0,72.0,217.0,19.8,401.0,40.5,8.485531,124.6567485,2018,2.026744731325292,-0.579148165794012,blue
259,235,ROYAL HOLLOWAY UNIVERSITY OF LONDON,United Kingdom,M,CO,VH,5.0,A,24.1,401,29.1,401,26.7,401,63.4,139.0,98.2,76.0,99.0,41.0,40.5,51.424741125,-0.5666122499999999,2018,2.798158222333185,0.1425095699899494,blue
259,263,UNIVERSITÄT STUTTGART,Germany,L,CO,VH,5.0,A,36.2,292,71.7,124,21.0,401,48.8,247.0,35.0,371.0,62.0,229.0,40.5,48.78114475,9.17382375,2018,2.2571558076728806,-0.6651429157220421,blue
262,306,CURTIN UNIVERSITY,Australia,L,CO,VH,3.0,A,38.7,268,49.1,241,23.4,401,35.0,362.0,100.0,21.0,64.7,212.0,40.4,-32.0047,155.8941,2018,2.2039616845166243,2.102595676243704,blue
263,277,NORTH CAROLINA STATE UNIVERSITY,United States,L,CO,VH,5.0,A,41.3,250,21.5,401,36.0,361,46.7,264.0,60.8,261.0,40.0,355.0,40.3,35.7861945,-78.6727755,2018,1.8709310198100315,-0.4908947055284117,blue
264,249,INDIAN INSTITUTE OF TECHNOLOGY MADRAS (IITM),India,M,CO,VH,4.0,A,41.1,252,51.6,216,23.8,401,67.6,123.0,3.0,401.0,1.1,401.0,40.2,12.994502,80.23696,2018,1.370238734742889,-0.1004439283820649,blue
264,243,NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Taiwan,M,FO,VH,3.0,A,30.1,363,26.2,401,79.5,122,37.1,345.0,13.3,401.0,28.5,401.0,40.2,25.0283905,121.53762175,2018,1.3787921355957966,1.5057413110292113,blue
264,330,UNIVERSITI SAINS MALAYSIA (USM),Malaysia,L,FC,VH,3.0,A,48.2,205,43.8,284,46.7,288,22.1,401.0,27.2,401.0,27.5,401.0,40.2,5.35606,100.302355,2018,1.3108862301894963,1.418971513884112,blue
267,283,KING ABDUL AZIZ UNIVERSITY (KAU),Saudi Arabia,XL,FC,VH,4.0,A,31.1,352,26.9,401,67.5,180,15.8,401.0,98.9,65.0,66.0,204.0,40.1,46.72195315,-117.01111825,2018,2.2015860780939054,1.1626511154113344,blue
267,244,UNIVERSITY OF DUNDEE,United Kingdom,M,FC,VH,4.0,A,23.5,401,11.6,401,80.9,115,25.7,401.0,87.6,161.0,74.8,167.0,40.1,56.4576985,-2.9805545,2018,2.2165674369200548,1.2305954519391176,blue
269,228,UNIVERSITÉ PARIS 1 PANTHÉON0SORBONNE ,France,XL,FO,HI,5.0,A,63.4,141,78.8,96,4.7,401,3.9,401.0,22.2,401.0,77.5,159.0,40.0,48.8486352265625,2.343599953125,2018,2.073254193678598,-0.8058757289371782,blue
270,268,ECOLE DES PONTS PARISTECH,France,S,FO,VH,5.0,A,13.4,401,82.5,89,93.0,65,9.6,401.0,12.6,401.0,99.7,28.0,39.8,48.841218,2.5877245,2018,2.4699426757046417,-0.3433294995531969,blue
270,245,UNIVERSIDAD DE NAVARRA,Spain,M,FC,VH,4.0,B,33.3,321,85.7,76,52.2,266,18.8,401.0,17.3,401.0,55.3,263.0,39.8,42.8012434622943,-1.65596200520361,2018,2.00131506592594,0.3585213913943215,blue
272,247,TECHNISCHE UNIVERSITÄT DARMSTADT,Germany,L,FO,VH,5.0,A,25.6,401,87.6,68,6.9,401,69.6,114.0,55.5,281.0,49.7,292.0,39.6,49.874661,8.660525,2018,2.4629249620529983,-0.6412758401166845,blue
272,261,UNIVERSITY OF SURREY,United Kingdom,L,CO,VH,4.0,A,29.4,371,35.6,368,24.6,401,47.8,256.0,95.7,111.0,99.1,37.0,39.6,51.242871,-0.5886405,2018,2.544369053542152,1.2196300486171492,blue
274,252,UNIVERSITY OF EAST ANGLIA (UEA),United Kingdom,L,FC,HI,4.0,A,27.1,401,17.0,401,43.4,311,49.8,236.0,82.1,187.0,82.7,136.0,39.5,52.621817375,1.241424,2018,2.2443270274864875,1.1218583143899934,blue
275,321,UNIVERSITAT POLITÈCNICA DE CATALUNYA ,Spain,L,CO,VH,3.0,A,42.4,239,49.1,243,55.0,253,22.3,401.0,8.7,401.0,30.7,401.0,39.4,41.387044,2.1163925,2018,1.2402661062660352,1.3412500047660303,blue
276,234,UNIVERSITY OF TURKU,Finland,L,FC,VH,4.0,A,32.8,326,33.6,391,75.2,146,25.3,401.0,46.4,324.0,7.3,401.0,39.3,40.9295,40.276125,2018,1.5053358728530202,0.4339707453857309,blue
277,325,UNIVERSITY OF INDONESIA,Indonesia,XL,FC,MD,5.0,A,48.1,206,60.1,175,44.3,304,1.6,401.0,87.1,165.0,5.8,401.0,39.2,-6.36349975,106.829467,2018,1.75488967501572,-0.6063718165334234,blue
277,272,UNIVERSITY OF STRATHCLYDE,United Kingdom,L,CO,VH,5.0,A,30.4,360,63.9,151,29.0,401,32.6,385.0,87.6,160.0,77.7,158.0,39.2,55.8615225,-4.242985,2018,2.551765655027592,-0.1503561779407249,blue
279,283,DALHOUSIE UNIVERSITY,Canada,L,FC,VH,5.0,A,27.0,401,23.2,401,17.7,401,68.5,119.0,100.0,25.0,72.3,178.0,39.1,44.6370765,-63.590612,2018,2.4007154285705425,-0.0261985967528544,blue
279,288,UNIVERSITY OF SOUTH AUSTRALIA (UNISA),Australia,L,CO,VH,3.0,A,32.0,336,36.4,358,29.4,401,41.9,305.0,100.0,9.0,65.7,206.0,39.1,-34.9202175,138.604911,2018,2.1173055433963164,2.17345607918864,blue
281,280,UNIVERSIDAD CARLOS III DE MADRID,Spain,L,FO,VH,3.0,A,37.6,279,64.9,149,68.3,177,8.4,401.0,34.4,376.0,4.2,401.0,38.9,40.332134,-3.766274,2018,1.3338896093287185,1.36212741980634,blue
282,275,WUHAN UNIVERSITY,China,XL,FC,VH,5.0,A,43.9,226,57.9,182,22.8,401,37.5,340.0,52.7,302.0,13.6,401.0,38.8,30.539698,114.368367,2018,1.7176838563021295,-0.8343194821333415,blue
283,301,"RUTGERS 0 THE STATE UNIVERSITY OF NEW JERSEY, NEW BRUNSWICK",United States,XL,CO,VH,5.0,A,49.1,197,28.5,401,35.2,372,32.0,391.0,26.3,401.0,26.4,401.0,38.6,40.50023125,-74.44789075,2018,1.3675570295858968,-0.8504971843001277,blue
283,283,UNIVERSITY COLLEGE CORK (UCC),Ireland,L,FC,HI,5.0,A,37.8,278,47.7,254,24.0,401,36.7,350.0,94.8,118.0,34.9,385.0,38.6,51.893395,-8.490869,2018,2.0877917349854247,-0.3680739013063342,blue
283,264,UNIVERSITY OF GOTHENBURG,Sweden,L,FC,VH,5.0,A,43.5,230,17.9,401,45.8,297,32.9,382.0,39.5,350.0,33.2,400.0,38.6,57.682172,11.951179,2018,1.520658980501174,-0.6523555427081865,blue
286,299,UNIVERSITÄT INNSBRUCK,Austria,L,FC,HI,5.0,A,29.1,374,47.6,256,42.6,317,18.1,401.0,97.9,82.0,99.1,38.0,38.5,47.2627805,11.384042,2018,2.560573284254892,0.132484788442665,blue
287,282,LINKÖPING UNIVERSITY,Sweden,L,CO,VH,3.0,A,27.3,399,44.4,280,70.2,166,30.4,401.0,39.0,352.0,16.9,401.0,38.4,58.3996545,15.5770785,2018,1.3963439627277985,1.557370698342542,blue
287,272,UNIVERSITÄT ERLANGEN0NÜRNBERG,Germany,XL,FC,VH,5.0,A,28.9,378,40.2,319,3.4,401,97.3,21.0,23.9,401.0,27.4,401.0,38.4,49.598836000000006,11.0112105,2018,1.712332821498934,-0.9067125434179306,blue
289,310,NATIONAL TAIWAN NORMAL UNIVERSITY,Taiwan,M,CO,VH,4.0,A,36.7,285,15.5,401,73.0,155,11.9,401.0,14.8,401.0,86.0,122.0,38.3,25.021115625,121.5361145,2018,1.5353954915583374,0.7400135202376656,blue
289,291,UNIVERSITY OF OTTAWA,Canada,XL,FC,VH,5.0,A,32.6,328,36.0,363,7.7,401,66.0,129.0,85.1,170.0,52.1,274.0,38.3,45.42237,-75.683077,2018,2.1347320280712814,-0.3254477453520861,blue
291,306,BAUMAN MOSCOW STATE TECHNICAL UNIVERSITY,Russia,L,CO,HI,5.0,A,28.0,395,60.2,174,99.9,19,1.1,401.0,1.3,401.0,12.8,401.0,38.2,55.759496962,37.68416393,2018,1.349484779888559,-0.9378838854965532,blue
292,324,UNIVERSITY OF WAIKATO,New Zealand,M,CO,VH,4.0,A,25.8,401,31.4,401,13.9,401,64.4,133.0,97.3,89.0,79.7,150.0,38.1,-37.7876825,175.3156765,2018,2.2479308758493346,1.1096589312322187,blue
293,355,DEAKIN UNIVERSITY,Australia,XL,FC,HI,3.0,A,39.9,257,48.9,244,7.0,401,38.9,328.0,96.1,105.0,59.6,243.0,37.9,-37.846971,145.114309,2018,1.897420252990244,2.004059115680762,blue
293,302,INDIAN INSTITUTE OF TECHNOLOGY KANPUR (IITK),India,M,CO,VH,4.0,A,38.8,267,43.8,285,15.7,401,73.2,98.0,2.1,401.0,1.5,401.0,37.9,26.507602,80.226508,2018,1.1119788237312889,-0.0939737256383934,blue
293,221,UNIVERSITÉ PARIS0SORBONNE (PARIS IV),France,L,SP,VH,5.0,A,65.8,131,47.2,264,7.9,401,7.6,401.0,24.4,401.0,48.3,300.0,37.9,48.8486352265625,2.343599953125,2018,1.5257963052646086,-0.9017535209905476,blue
296,252,"SOAS 0 SCHOOL OF ORIENTAL AND AFRICAN STUDIES, UNIVERSITY OF LONDON ",United Kingdom,S,SP,VH,5.0,A,33.7,315,28.4,401,43.1,315,13.8,401.0,100.0,40.0,100.0,13.0,37.8,51.522072,-0.12895725,2018,2.43167239721786,0.1770987034244624,blue
296,338,UNIVERSITÀ DEGLI STUDI DI PADOVA (UNIPD),Italy,XL,FC,VH,5.0,A,58.0,159,38.8,332,11.3,401,39.6,324.0,2.8,401.0,6.8,401.0,37.8,45.406769,11.876796,2018,0.9880764830975456,-1.2431285433521837,blue
296,283,UNIVERSITAT POMPEU FABRA,Spain,M,CO,VH,3.0,A,37.8,277,36.3,360,20.3,401,47.7,257.0,74.8,210.0,31.6,401.0,37.8,41.379063,2.179913,2018,1.596117651307245,1.746753585203028,blue
299,335,EWHA WOMANS UNIVERSITY,South Korea,L,FC,HI,5.0,B,29.8,367,28.7,401,83.6,106,16.4,401.0,10.2,401.0,45.4,314.0,37.7,37.559188,126.945498,2018,1.3817246745426863,-0.6489087620341206,blue
299,278,HONG KONG BAPTIST UNIVERSITY (HKBU),Hong Kong,M,FC,HI,2.0,A,22.0,401,18.5,401,35.6,367,52.6,210.0,100.0,50.0,86.3,120.0,37.7,22.3046025,114.179821,2018,2.0365270290592146,3.5180321383527,blue
301,296,"UNIVERSITY OF CALIFORNIA, SANTA CRUZ (UCSC)",United States,L,CO,VH,4.0,A,30.6,358,26.0,401,10.6,401,94.4,31.0,24.2,401.0,8.7,401.0,37.6,36.9901525,-122.0575945,2018,1.2645796380859045,0.1539788417743881,blue
301,323,UNIVERSITY OF PORTO,Portugal,L,FC,VH,5.0,A,45.6,220,49.3,238,15.4,401,52.8,208.0,5.7,401.0,9.0,401.0,37.6,41.146895,-8.615609,2018,1.1987371568512015,-1.1834283821038452,blue
303,260,UNIVERSITÉ DE STRASBOURG,France,XL,FC,HI,5.0,A,57.4,161,20.9,401,12.1,401,27.9,401.0,35.7,364.0,50.9,282.0,37.5,48.579763,7.764816,2018,1.4585565795556124,-0.7076744872774967,blue
304,291,INDIANA UNIVERSITY BLOOMINGTON,United States,XL,FC,VH,5.0,A,53.5,177,41.6,307,23.5,401,19.6,401.0,37.6,356.0,26.1,401.0,37.4,39.16719,-86.520913,2018,1.387081300446581,-0.8500733654867141,blue
305,262,UNIVERSITÉ PARIS DIDEROT 0 PARIS 7,France,L,FC,VH,5.0,A,53.7,175,9.4,401,16.2,401,38.1,336.0,21.3,401.0,56.5,256.0,37.3,48.8934755,2.3814365,2018,1.3627534350203292,-0.722060955750529,blue
305,330,UNIVERSITY OF LISBON ,Portugal,XL,FC,VH,5.0,A,47.4,208,61.0,167,13.9,401,37.5,341.0,6.3,401.0,32.1,401.0,37.3,38.75260975,-9.15862025,2018,1.3715801469277185,-1.070189945856285,blue
307,305,POLITECNICO DI TORINO,Italy,XL,FO,VH,5.0,A,36.0,295,71.1,126,3.2,401,63.8,135.0,2.2,401.0,38.1,373.0,37.0,45.062829,7.661601,2018,1.5910786522984304,-1.0762699652383796,blue
308,280,"BIRKBECK COLLEGE, UNIVERSITY OF LONDON",United Kingdom,M,FO,VH,5.0,A,20.0,401,15.3,401,25.9,401,61.7,152.0,97.3,94.0,99.1,36.0,36.9,51.5219,-0.1303,2018,2.409099909459863,0.1851735993442161,blue
308,313,INDIAN INSTITUTE OF TECHNOLOGY KHARAGPUR (IITKGP),India,M,FO,VH,4.0,A,31.4,347,49.5,232,12.9,401,81.8,60.0,6.2,401.0,1.0,401.0,36.9,22.317843,87.308865,2018,1.1443142424289163,-0.0635232152151894,blue
308,294,WESTFÄLISCHE WILHELMS0UNIVERSITÄT MÜNSTER ,Germany,XL,FC,VH,5.0,A,42.0,244,50.9,222,43.5,310,22.2,401.0,24.6,401.0,11.4,401.0,36.9,51.963757,7.614203,2018,1.299094690989365,-0.9607406336256412,blue
311,321,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,Brazil,XL,FC,VH,4.0,A,67.1,127,29.5,401,21.6,401,10.2,401.0,6.3,401.0,3.3,401.0,36.7,-22.953482,-43.173948,2018,0.6368265870022417,-0.0966003624265003,blue
312,327,HERIOT0WATT UNIVERSITY,United Kingdom,M,CO,VH,4.0,A,20.1,401,46.8,268,32.9,394,37.5,342.0,95.4,113.0,98.9,43.0,36.6,2.899267,101.672497,2018,2.346251100655315,1.251394816966584,blue
313,370,UNIVERSITY OF TASMANIA,Australia,M,CO,VH,5.0,A,24.7,401,17.1,401,31.2,401,46.2,272.0,97.3,91.0,90.1,99.0,36.5,-42.903399,147.326802,2018,2.1448879402960417,0.1327702504285907,blue
314,302,CHARLES UNIVERSITY,Czech Republic,XL,FC,VH,5.0,A,48.5,204,40.6,315,37.1,350,11.1,401.0,16.8,401.0,45.2,315.0,36.3,50.0884,14.4037,2018,1.3117599884521391,-0.8166681824860642,blue
314,347,UNIVERSITY OF TARTU,Estonia,M,FC,VH,5.0,A,28.5,388,37.9,341,79.2,124,17.9,401.0,16.0,401.0,15.9,401.0,36.3,40.9295,40.276125,2018,1.1625691317951743,-0.8193714354629313,blue
316,340,MASSEY UNIVERSITY,New Zealand,L,CO,VH,4.0,A,37.2,281,35.6,369,22.7,401,19.7,401.0,96.8,100.0,86.6,115.0,36.2,-40.3850435,175.6169295,2018,2.002543179675799,1.1283268922220968,blue
316,315,TONGJI UNIVERSITY,China,XL,FC,VH,5.0,A,36.1,293,27.5,401,24.0,401,43.8,287.0,83.2,178.0,24.2,401.0,36.2,31.2844465,121.5025075,2018,1.6168398014483114,-0.458972798659677,blue
318,342,UNIVERSITY AT BUFFALO SUNY,United States,L,FC,VH,5.0,A,27.1,401,11.8,401,10.3,401,73.3,96.0,82.9,179.0,63.2,221.0,36.1,43.008625,-78.783876,2018,1.8716573327437,-0.1863640868382465,blue
319,343,LINCOLN UNIVERSITY ,New Zealand,S,CO,VH,5.0,A,11.9,401,13.0,401,68.5,176,33.3,377.0,95.4,114.0,93.2,85.0,35.9,39.81,-75.93,2018,2.1831508226432,0.285032932745921,blue
319,297,SUN YAT0SEN UNIVERSITY,China,XL,FC,VH,4.0,A,42.4,238,49.4,235,28.6,401,31.0,401.0,30.6,398.0,9.9,401.0,35.9,23.06818,113.38559,2018,1.1437110419111731,0.1624401834925866,blue
319,315,UNIVERSITY OF LIEGE,Belgium,L,FC,VH,5.0,A,24.8,401,33.9,389,14.9,401,78.6,72.0,11.8,401.0,63.8,219.0,35.9,50.6361915,5.5629985,2018,1.6130615475950874,-0.6989700912125073,blue
322,297,HIROSHIMA UNIVERSITY,Japan,L,FC,VH,4.0,A,31.4,348,15.3,401,83.8,104,17.5,401.0,12.0,401.0,15.0,401.0,35.8,34.400969,132.713078,2018,0.8823630592035444,0.323646744010086,blue
323,377,TOMSK STATE UNIVERSITY,Russia,M,CO,VH,5.0,A,22.9,401,25.7,401,94.0,58,2.7,401.0,22.2,401.0,69.4,191.0,35.7,56.484269,84.956267,2018,1.4362499387482666,-0.355941340938317,blue
323,271,"UNIVERSITY OF CALIFORNIA, RIVERSIDE (UCR)",United States,L,FC,HI,4.0,A,23.8,401,35.4,374,12.2,401,77.9,78.0,76.5,207.0,14.8,401.0,35.7,33.975632,-117.331609,2018,1.612306645577939,0.5519274939532824,blue
325,336,GRIFFITH UNIVERSITY,Australia,XL,FC,HI,3.0,A,33.6,317,35.8,365,13.6,401,40.2,316.0,98.2,75.0,57.5,248.0,35.6,-27.549348,153.0593735,2018,1.7154724431198,2.0713024484966094,blue
325,278,HARBIN INSTITUTE OF TECHNOLOGY,China,L,FO,VH,4.0,A,26.3,401,21.3,401,50.3,274,60.0,159.0,8.5,401.0,7.4,401.0,35.6,22.589078,113.963239,2018,0.9700477531681678,0.1663140360619743,blue
325,370,UNIVERSITÀ DEGLI STUDI DI MILANO,Italy,XL,FC,VH,4.0,A,52.9,181,36.4,357,7.1,401,41.1,310.0,12.5,401.0,9.6,401.0,35.6,45.4607685,9.1944555,2018,0.7750339404012786,-0.0166253778821248,blue
325,330,YESHIVA UNIVERSITY,United States,M,FC,VH,5.0,B,3.2,401,6.4,401,96.3,53,65.9,130.0,,,24.2,401.0,35.6,40.85106,-73.92986,2018,1.3755071256386278,-0.505064313399571,blue
329,308,NATIONAL YANG MING UNIVERSITY,Taiwan,S,FC,VH,3.0,A,14.8,401,13.6,401,99.8,28,37.4,343.0,5.7,401.0,7.9,401.0,35.5,47.6612,-122.313,2018,0.7742810562124655,1.4650006876109067,blue
330,264,ECOLE NORMALE SUPÉRIEURE DE CACHAN,France,S,CO,VH,5.0,A,17.1,401,21.8,401,85.0,98,31.6,400.0,27.5,401.0,32.0,401.0,35.4,52.527452,13.401992,2018,1.3921399528928953,-0.5604445578618855,blue
331,410,BANDUNG INSTITUTE OF TECHNOLOGY (ITB),Indonesia,L,CO,HI,4.0,A,52.9,182,56.1,192,31.0,401,2.9,401.0,30.1,401.0,2.6,401.0,35.3,-6.889852,107.609968,2018,0.8058236477608183,0.0821779553046461,blue
331,308,UNIVERSIDAD AUSTRAL,Argentina,S,CO,MD,3.0,B,28.8,382,51.2,220,86.4,89,1.8,401.0,5.2,401.0,13.4,401.0,35.3,-39.808024,-73.251515,2018,0.8740632413877933,1.3316462953426524,blue
331,347,UNIVERSITÄT KÖLN,Germany,XL,FC,VH,5.0,B,43.8,228,62.4,159,33.4,391,12.0,401.0,26.7,401.0,21.3,401.0,35.3,48.142089,11.570619,2018,1.2370701095155454,-0.9364997783324848,blue
334,354,BELARUS STATE UNIVERSITY,Belarus,L,FO,HI,4.0,A,28.3,393,32.6,401,92.3,70,1.6,401.0,7.4,401.0,25.5,401.0,35.1,53.8989,27.5596,2018,0.8987729637896492,0.3575837388098536,blue
334,283,MAHIDOL UNIVERSITY,Thailand,L,FC,HI,4.0,A,46.4,215,24.6,401,58.0,235,7.0,401.0,15.2,401.0,5.6,401.0,35.1,13.792803,100.326207,2018,0.741928917831755,0.1486249683667127,blue
336,345,L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY ,Kazakhstan,L,FO,HI,2.0,A,23.9,401,35.7,366,98.2,41,1.3,401.0,31.7,389.0,5.7,401.0,35.0,32.8488140522523,-96.9376481465475,2018,0.7322342353452397,2.676909480455772,blue
337,352,UNIVERSIDAD DE BELGRANO,Argentina,M,CO,LO,4.0,B,17.2,401,47.5,257,91.0,76,1.1,401.0,8.4,401.0,86.5,119.0,34.9,-34.563898,-58.443815,2018,1.499767064267574,0.7445568399823179,blue
338,294,UMEÅ UNIVERSITY,Sweden,L,FC,HI,4.0,A,25.0,401,20.0,401,79.9,119,23.4,401.0,29.0,401.0,13.2,401.0,34.8,63.82001150000001,20.3044615,2018,0.9913248459157266,0.4283937877281222,blue
339,299,BOSTON COLLEGE,United States,L,CO,HI,5.0,B,29.9,364,38.2,338,22.1,401,43.4,292.0,94.8,119.0,19.9,401.0,34.7,42.334515,-71.168648,2018,1.675247671298216,-0.4164152103393085,blue
339,337,GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY (GIST),South Korea,S,FO,VH,2.0,A,13.7,401,5.5,401,37.6,343,100.0,3.0,11.5,401.0,9.9,401.0,34.7,35.226756,126.840281,2018,0.6943164372789437,2.5072017556154784,blue
341,363,UNIVERSITÄT JENA,Germany,L,FC,VH,5.0,A,24.3,401,14.1,401,87.6,83,20.1,401.0,7.4,401.0,30.3,401.0,34.6,50.9284225,11.582276,2018,0.9465623066686458,-0.6971349504282591,blue
341,343,UNIVERSITY OF HAWAII AT MĀNOA ,United States,L,FC,VH,5.0,A,22.7,401,6.2,401,56.5,241,46.2,273.0,62.2,251.0,22.9,401.0,34.6,28.0674407,-82.4517166,2018,1.2742753470143062,-0.4305886684683737,blue
