Institution,Country,Latitude,Longitude
UNIVERSITÄT ROSTOCK,Germany,54.088075,12.133394
UNIVERSITÄT SIEGEN,Germany,50.906168,8.028204
UNIVERSITÄT STUTTGART,Germany,48.78114475,9.17382375
UNIVERSITÄT ULM,Germany,48.7795921,9.2332289
UNIVERSITÄT WIEN,Austria,48.2131525,16.360137
UNIVERSITÉ AIX-MARSEILLE,France,43.293565,5.357801
UNIVERSITÉ CATHOLIQUE DE LOUVAIN (UCL),Belgium,50.669623,4.619955
UNIVERSITÉ CHARLES-DE-GAULLE LILLE 3,France,48.80586,2.445976
UNIVERSITÉ CLAUDE BERNARD LYON 1,France,45.782781,4.872383
UNIVERSITÉ DE BORDEAUX,France,44.79743,-0.617745
UNIVERSITÉ DE CAEN BASSE-NORMANDIE,France,49.1902405,-0.3642205
UNIVERSITÉ DE CERGY-PONTOISE,France,49.038824,2.075522
UNIVERSITÉ DE FRIBOURG,Switzerland,46.793776,7.159218
UNIVERSITÉ DE LILLE,France,50.611115,3.034757
UNIVERSITÉ DE LORRAINE,France,48.69481775,6.170996
UNIVERSITÉ DE LORRAINE ,France,48.69481775,6.170996
UNIVERSITÉ DE MONTPELLIER,France,43.632906,3.8660815
UNIVERSITÉ DE MONTPELLIER ,France,43.632906,3.8660815
UNIVERSITÉ DE MONTRÉAL,Canada,45.5032345,-73.6161915
UNIVERSITÉ DE MONTRÉAL ,Canada,45.5032345,-73.6161915
UNIVERSITÉ DE NANTES,France,47.245932,-1.550108
UNIVERSITÉ DE POITIERS,France,46.57096,0.379819
UNIVERSITÉ DE RENNES 1,France,46.522745,6.627963
UNIVERSITÉ DE SHERBROOKE,Canada,45.378801,-71.9276185
UNIVERSITÉ DE STRASBOURG,France,48.579763,7.764816
"UNIVERSITÉ DE TECHNOLOGIE, COMPIÈGNE (UTC)",France,49.4003,2.8001
UNIVERSITÉ DU QUÉBEC,Canada,46.812809,-71.225324
UNIVERSITÉ GRENOBLE-ALPES (UGA),France,45.198263,5.77647
UNIVERSITÉ GRENOBLE-ALPES (UGA) ,France,45.198263,5.77647
UNIVERSITÉ JEAN MOULIN LYON 3,France,45.747964,4.860688
UNIVERSITÉ LIBRE DE BRUXELLES (ULB),Belgium,50.85045,4.34878
"UNIVERSITÉ LILLE 1, SCIENCES ET TECHNOLOGIE",France,50.62925,3.057256
UNIVERSITÉ LILLE 2 DROIT ET SANTÉ,France,50.71925,3.147256
UNIVERSITÉ LUMIÈRE LYON 2,France,45.750763,4.83716
UNIVERSITÉ MOHAMMED V DE RABAT,Morocco,33.985,-6.862
UNIVERSITÉ NICE SOPHIA-ANTIPOLIS,France,43.717075,7.266565
UNIVERSITÉ PANTHÉON-ASSAS (PARIS 2),France,48.8486352265625,2.343599953125
UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE,France,48.8486352265625,2.343599953125
UNIVERSITÉ PARIS 1 PANTHÉON-SORBONNE ,France,48.8486352265625,2.343599953125
UNIVERSITÉ PARIS DAUPHINE,France,48.8703315,2.273772
UNIVERSITÉ PARIS DESCARTES,France,48.85559,2.331793
UNIVERSITÉ PARIS DIDEROT - PARIS 7,France,48.8934755,2.3814365
UNIVERSITÉ PARIS OUEST NANTERRE LA DÉFENSE,France,48.9031425,2.2136275
UNIVERSITÉ PARIS-SORBONNE (PARIS IV),France,48.8486352265625,2.343599953125
UNIVERSITÉ PARIS-SUD 11,France,48.70456925,2.175532875
UNIVERSITÉ PAUL SABATIER TOULOUSE III,France,43.566074,1.464728
UNIVERSITÉ PAUL-VALÉRY MONTPELLIER 3,France,43.632906,3.8660815
UNIVERSITÉ PIERRE ET MARIE CURIE (UPMC),France,48.848774,2.343463
UNIVERSITÉ PSL (PARIS SCIENCES & LETTRES),France,48.848774,2.343463
UNIVERSITÉ SAINT-JOSEPH DE BEYROUTH,Lebanon,33.89083,35.50889
UNIVERSITÉ SORBONNE NOUVELLE PARIS 3,France,48.848774,2.343463
"UNIVERSITÉ TOULOUSE 1, CAPITOLE",France,43.6065055,1.436718
UPPSALA UNIVERSITY,Sweden,59.815097,17.662725
URAL FEDERAL UNIVERSITY,Russia,56.844,60.6539
UTAH STATE UNIVERSITY,United States,41.742509,-111.8127365
UTAH STATE UNIVERSITY ,United States,41.742509,-111.8127365
UTRECHT UNIVERSITY,Netherlands,52.0922805,5.123149
V.N. KARAZIN KHARKIV NATIONAL UNIVERSITY,Ukraine,50.00682775,36.2284065
VANDERBILT UNIVERSITY,United States,36.141713,-86.8014455
VELLORE INSTITUTE OF TECHNOLOGY (VIT),India,12.9702805,79.1580365
VERONA UNIVERSITY,Italy,45.436604,11.0034725
VICTORIA UNIVERSITY,Australia,-37.7993545,144.899006
VICTORIA UNIVERSITY ,Australia,-37.7993545,144.899006
VICTORIA UNIVERSITY OF WELLINGTON,New Zealand,-41.28666552,174.767663596
VIETNAM NATIONAL UNIVERSITY - HO CHI MINH CITY (VNU-HCM),Vietnam,10.7798895,106.682404125
"VIETNAM NATIONAL UNIVERSITY, HANOI",Vietnam,21.037867,105.782214
VILNIUS GEDIMINAS TECHNICAL UNIVERSITY,Lithuania,54.71999712,25.334831994
VILNIUS UNIVERSITY,Lithuania,54.682789,25.287514
VILNIUS UNIVERSITY ,Lithuania,40.850269,-77.8496395
VIRGINIA COMMONWEALTH UNIVERSITY,United States,37.548297,-77.452015
VIRGINIA POLYTECHNIC INSTITUTE (VIRGINIA TECH),United States,37.226323,-80.4235555
VORONEZH STATE UNIVERSITY,Russia,51.67204,39.1843
VRIJE UNIVERSITEIT AMSTERDAM,Netherlands,52.3340895,4.865807
VRIJE UNIVERSITEIT BRUSSEL (VUB),Belgium,50.82219,4.392993
VYTAUTAS MAGNUS UNIVERSITY,Lithuania,54.892329764,23.9083297
WAGENINGEN UNIVERSITY,Netherlands,51.968016,5.649325
WAKE FOREST UNIVERSITY,United States,36.135829,-80.277438
WARSAW UNIVERSITY OF LIFE SCIENCES,Poland,52.16202,21.0474795
WARSAW UNIVERSITY OF TECHNOLOGY,Poland,52.219544,21.010171
WASEDA UNIVERSITY,Japan,35.70885,139.719534
WASHINGTON STATE UNIVERSITY,United States,46.7275595,-117.1625925
WASHINGTON UNIVERSITY IN ST. LOUIS,United States,38.648015,-90.311359
WAYNE STATE UNIVERSITY,United States,42.3568145,-83.0696575
WEIZMANN INSTITUTE OF SCIENCE,Israel,31.904375,34.808675
WEST UNIVERSITY OF TIMISOARA,Romania,45.747196,21.231468
WESTERN SYDNEY UNIVERSITY,Australia,-33.889192,151.189728
WESTERN UNIVERSITY,Canada,43.003772,-81.275757
WESTFÄLISCHE WILHELMS-UNIVERSITÄT MÜNSTER,Germany,51.963757,7.614203
WESTFÄLISCHE WILHELMS-UNIVERSITÄT MÜNSTER ,Germany,51.963757,7.614203
WHU OTTO BEISHEIM SCHOOL OF MANAGEMENT - KOBLENZ,Germany,50.4001725,7.6135935
WORCESTER POLYTECHNIC INSTITUTE,United States,42.274151,-71.80844
WROCLAW UNIVERSITY OF TECHNOLOGY,Poland,51.1052862455,17.055921443
WROCŁAW UNIVERSITY OF SCIENCE AND TECHNOLOGY,Poland,51.108811,17.059869
WUHAN UNIVERSITY,China,30.539698,114.368367
WUHAN UNIVERSITY OF TECHNOLOGY,China,30.522728,114.348799
XI'AN JIAOTONG UNIVERSITY,China,34.219191,108.937882
XI'AN JIAOTONG-LIVERPOOL UNIVERSITY,China,31.274907,120.73612
XIAMEN UNIVERSITY,China,24.610554,118.301225
YALE UNIVERSITY,United States,41.3113795,-72.925847
YAMAGUCHI UNIVERSITY,Japan,34.12069,131.4024305
YAMAGUCHI UNIVERSITY ,Japan,34.12069,131.4024305
YESHIVA UNIVERSITY,United States,40.85106,-73.92986
YEUNGNAM UNIVERSITY,South Korea,35.8360635,128.75671325
YEUNGNAM UNIVERSITY ,South Korea,35.8360635,128.75671325
YOKOHAMA CITY UNIVERSITY,Japan,35.3340155,139.6177705
YOKOHAMA NATIONAL UNIVERSITY,Japan,35.4737885,139.590155
YONSEI UNIVERSITY,South Korea,37.567768,126.938323
YORK UNIVERSITY,Canada,43.772107,-79.50219
ZAYED UNIVERSITY,United Arab Emirates,25.102498,55.385698
ZHEJIANG UNIVERSITY,China,30.295271,120.16214
ÉCOLE DES PONTS PARISTECH,France,48.841218,2.5877245
ÉCOLE NORMALE SUPÉRIEURE DE LYON,France,45.729734,4.826875
ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE (EPFL),Switzerland,52.527452,13.401992
